
new data
train
0212: pos_pair = 29, neg_pair = 1147
1373, 16, 480, 30.0
0789, 84, 2766, 32.92857142857143
1046, 50, 1661, 33.22
0315, 51, 2577, 50.529411764705884
0561, 111, 2590, 23.333333333333332
0782, 52, 2504, 48.15384615384615
0911, 59, 1022, 17.322033898305083
0169, 31, 789, 25.451612903225808
0089, 48, 1278, 26.625
1433, 38, 952, 25.05263157894737
0927, 84, 997, 11.869047619047619
0446, 63, 678, 10.761904761904763
0784, 49, 1491, 30.428571428571427
0978, 54, 2721, 50.388888888888886
0803, 75, 2481, 33.08
0515, 26, 1009, 38.80769230769231
0088, 73, 1152, 15.780821917808218
0641, 34, 1397, 41.088235294117645
0269, 65, 2420, 37.23076923076923
0237, 25, 795, 31.8
1304, 40, 1500, 37.5
1465, 108, 2667, 24.694444444444443
1460, 29, 499, 17.20689655172414
1377, 31, 1347, 43.45161290322581
0662, 35, 1450, 41.42857142857143
1430, 81, 3322, 41.01234567901235
0972, 27, 963, 35.666666666666664
0686, 44, 1609, 36.56818181818182
0802, 54, 1272, 23.555555555555557
1414, 16, 480, 30.0
0617, 55, 1170, 21.272727272727273
0550, 15, 261, 17.4
0077, 76, 1005, 13.223684210526315
1188, 57, 1168, 20.49122807017544
0040, 35, 1981, 56.6
0584, 39, 1731, 44.38461538461539
1353, 48, 987, 20.5625
1164, 17, 308, 18.11764705882353
0112, 26, 604, 23.23076923076923
1186, 63, 1477, 23.444444444444443
1346, 32, 1294, 40.4375
0114, 31, 872, 28.129032258064516
0511, 49, 1781, 36.3469387755102
0407, 26, 1300, 50.0
1171, 39, 1042, 26.71794871794872
0194, 17, 448, 26.352941176470587
0017, 50, 1328, 26.56
1570, 27, 534, 19.77777777777778
0609, 62, 1954, 31.516129032258064
1358, 110, 1268, 11.527272727272727
0796, 20, 646, 32.3
0060, 77, 913, 11.857142857142858
1223, 28, 378, 13.5
0768, 43, 552, 12.837209302325581
0574, 38, 665, 17.5
0536, 25, 678, 27.12
1344, 83, 3157, 38.036144578313255
0566, 26, 877, 33.73076923076923
0135, 16, 480, 30.0
0455, 48, 2508, 52.25
1454, 75, 2271, 30.28
0465, 26, 1300, 50.0
1380, 32, 1193, 37.28125
1495, 252, 1023, 4.059523809523809
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 6, 7, 7, 7, 7, 7, 8, 8, 2, 0, 5]
1426, 41, 1612, 39.31707317073171
1011, 17, 448, 26.352941176470587
1060, 48, 1128, 23.5
1370, 28, 1053, 37.607142857142854
1093, 18, 612, 34.0
0671, 32, 1294, 40.4375
1444, 64, 882, 13.78125
0167, 54, 1962, 36.333333333333336
0404, 43, 1283, 29.837209302325583
0764, 22, 681, 30.954545454545453
0030, 39, 1446, 37.07692307692308
1395, 8, 112, 14.0
1394, 16, 480, 30.0
1172, 14, 364, 26.0
0747, 112, 1968, 17.571428571428573
0082, 118, 1898, 16.084745762711865
0965, 77, 913, 11.857142857142858
0707, 64, 2492, 38.9375
0029, 34, 1001, 29.441176470588236
0047, 20, 541, 27.05
0117, 67, 1703, 25.417910447761194
1563, 33, 463, 14.030303030303031
0852, 60, 1371, 22.85
1108, 83, 1243, 14.975903614457831
0376, 54, 1122, 20.77777777777778
0287, 32, 374, 11.6875
0811, 40, 1338, 33.45
1086, 55, 2430, 44.18181818181818
1191, 56, 1835, 32.767857142857146
1357, 61, 719, 11.78688524590164
1256, 20, 760, 38.0
0314, 13, 312, 24.0
0321, 89, 1864, 20.9438202247191
1341, 21, 840, 40.0
0215, 26, 569, 21.884615384615383
0206, 72, 2484, 34.5
1255, 46, 944, 20.52173913043478
0470, 33, 1293, 39.18181818181818
0250, 39, 2736, 70.15384615384616
0736, 66, 1419, 21.5
1208, 47, 1331, 28.319148936170212
0384, 43, 363, 8.44186046511628
0415, 74, 3412, 46.108108108108105
0817, 18, 612, 34.0
0013, 26, 569, 21.884615384615383
0501, 18, 510, 28.333333333333332
0497, 33, 1095, 33.18181818181818
1263, 22, 924, 42.0
0988, 60, 1425, 23.75
1559, 55, 1121, 20.381818181818183
1002, 52, 2294, 44.11538461538461
0418, 130, 2645, 20.346153846153847
1462, 59, 1894, 32.101694915254235
0787, 56, 2024, 36.142857142857146
1017, 25, 605, 24.2
0170, 38, 1447, 38.078947368421055
0926, 22, 681, 30.954545454545453
0962, 27, 1008, 37.333333333333336
0045, 31, 959, 30.93548387096774
1022, 33, 1002, 30.363636363636363
0775, 36, 630, 17.5
0797, 27, 351, 13.0
1277, 54, 2872, 53.18518518518518
0553, 41, 1184, 28.878048780487806
1051, 31, 1347, 43.45161290322581
0361, 67, 1644, 24.53731343283582
1303, 49, 1226, 25.020408163265305
1146, 140, 806, 5.757142857142857
1438, 34, 869, 25.558823529411764
0909, 54, 849, 15.722222222222221
0951, 16, 390, 24.375
0330, 37, 1139, 30.783783783783782
0367, 60, 1371, 22.85
0708, 15, 420, 28.0
1194, 64, 1952, 30.5
0378, 25, 795, 31.8
1308, 45, 231, 5.133333333333334
0067, 23, 880, 38.26086956521739
0351, 65, 755, 11.615384615384615
0044, 36, 1045, 29.02777777777778
0578, 23, 572, 24.869565217391305
0471, 37, 1503, 40.62162162162162
1536, 52, 1223, 23.51923076923077
1193, 84, 819, 9.75
1222, 71, 1699, 23.929577464788732
0223, 94, 2534, 26.95744680851064
0327, 64, 1421, 22.203125
1216, 45, 945, 21.0
0600, 51, 984, 19.294117647058822
0035, 90, 2760, 30.666666666666668
1313, 21, 720, 34.285714285714285
1527, 70, 2705, 38.642857142857146
0840, 52, 2433, 46.78846153846154
0232, 18, 612, 34.0
1033, 49, 3437, 70.14285714285714
1300, 68, 2417, 35.544117647058826
1493, 78, 2478, 31.76923076923077
0906, 99, 2827, 28.555555555555557
1187, 80, 3241, 40.5125
0948, 58, 1070, 18.448275862068964
0543, 46, 3870, 84.1304347826087
[0, 1, 2, 3, 3, 4, 5, 5, 5, 6, 7, 8, 9, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 21, 22, 23, 23, 24, 25, 26, 27, 27, 28, 29, 29, 30, 31, 32, 32, 33, 34, 35, 36, 36, 37, 38, 39, 40, 41, 41, 42, 43, 43, 16, 4, 38, 10, 33, 2, 13, 31, 25, 19, 8, 15, 40, 26, 1, 17, 37, 18, 30, 6, 34, 35, 14, 42, 0, 39, 22, 20, 28, 12, 11, 24, 7]
0388, 11, 220, 20.0
0448, 245, 1133, 4.624489795918367
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5, 6, 7, 8, 1, 6, 8, 7]
1266, 26, 877, 33.73076923076923
0359, 23, 757, 32.91304347826087
0505, 68, 673, 9.897058823529411
0851, 33, 913, 27.666666666666668
1387, 32, 598, 18.6875
1354, 58, 2357, 40.63793103448276
1232, 35, 1190, 34.0
0355, 59, 1319, 22.35593220338983
1162, 24, 1104, 46.0
1307, 69, 2934, 42.52173913043478
1352, 27, 1101, 40.77777777777778
1258, 26, 409, 15.73076923076923
0084, 51, 1602, 31.41176470588235
0111, 27, 1101, 40.77777777777778
1110, 84, 2691, 32.035714285714285
0239, 16, 309, 19.3125
0683, 63, 927, 14.714285714285714
0628, 86, 2329, 27.08139534883721
1543, 48, 1128, 23.5
0252, 25, 678, 27.12
0469, 37, 998, 26.972972972972972
1024, 481, 647, 1.345114345114345
[0, 0, 0, 0, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]
0946, 23, 1012, 44.0
1007, 78, 450, 5.769230769230769
0265, 44, 1972, 44.81818181818182
0750, 24, 756, 31.5
0669, 88, 815, 9.261363636363637
1015, 51, 2875, 56.372549019607845
1422, 19, 684, 36.0
0725, 14, 217, 15.5
0240, 118, 2367, 20.059322033898304
1059, 50, 1381, 27.62
0657, 40, 950, 23.75
0823, 32, 1193, 37.28125
0150, 65, 1160, 17.846153846153847
1114, 27, 639, 23.666666666666668
0974, 14, 286, 20.428571428571427
1514, 74, 1879, 25.39189189189189
0202, 47, 2231, 47.46808510638298
1408, 22, 924, 42.0
0105, 70, 2208, 31.542857142857144
0309, 36, 744, 20.666666666666668
1320, 20, 760, 38.0
0249, 25, 1200, 48.0
1034, 114, 2889, 25.342105263157894
0936, 28, 1053, 37.607142857142854
0484, 96, 807, 8.40625
0930, 37, 2664, 72.0
0268, 40, 821, 20.525
0216, 27, 501, 18.555555555555557
0626, 12, 264, 22.0
1360, 44, 1726, 39.22727272727273
0860, 46, 900, 19.565217391304348
1482, 76, 1302, 17.13157894736842
1182, 27, 534, 19.77777777777778
0794, 41, 2039, 49.73170731707317
1211, 35, 631, 18.02857142857143
0452, 148, 842, 5.6891891891891895
0830, 35, 1046, 29.885714285714286
0289, 53, 982, 18.528301886792452
1152, 37, 1091, 29.486486486486488
0437, 42, 778, 18.523809523809526
0834, 21, 609, 29.0
0640, 66, 1312, 19.87878787878788
1165, 103, 1437, 13.951456310679612
0847, 27, 1404, 52.0
0818, 31, 1860, 60.0
1112, 52, 1601, 30.78846153846154
0155, 33, 1563, 47.36363636363637
0748, 15, 420, 28.0
0735, 57, 1773, 31.105263157894736
0932, 44, 902, 20.5
1163, 17, 544, 32.0
0907, 27, 1404, 52.0
0729, 29, 917, 31.620689655172413
0837, 24, 966, 40.25
0396, 55, 2090, 38.0
1416, 37, 1289, 34.83783783783784
1547, 28, 962, 34.357142857142854
0500, 33, 432, 13.090909090909092
1045, 18, 192, 10.666666666666666
0441, 28, 1100, 39.285714285714285
1427, 134, 2144, 16.0
0844, 21, 609, 29.0
0523, 86, 2399, 27.8953488372093
1350, 40, 740, 18.5
0023, 53, 1325, 25.0
1437, 88, 1508, 17.136363636363637
0672, 11, 220, 20.0
0777, 25, 570, 22.8
0142, 150, 2625, 17.5
0947, 49, 854, 17.428571428571427
0329, 13, 312, 24.0
0825, 44, 1909, 43.38636363636363
0229, 35, 1343, 38.371428571428574
0313, 43, 992, 23.069767441860463
0427, 52, 1488, 28.615384615384617
1355, 18, 417, 23.166666666666668
0092, 23, 680, 29.565217391304348
1133, 64, 1112, 17.375
0799, 21, 414, 19.714285714285715
0033, 26, 352, 13.538461538461538
0106, 29, 1456, 50.206896551724135
0884, 24, 537, 22.375
0182, 33, 787, 23.848484848484848
1459, 16, 480, 30.0
0442, 57, 2221, 38.96491228070175
0929, 53, 937, 17.67924528301887
0491, 48, 1605, 33.4375
1119, 19, 387, 20.36842105263158
0123, 58, 1217, 20.982758620689655
0024, 78, 2067, 26.5
0481, 33, 1048, 31.757575757575758
0739, 21, 720, 34.285714285714285
0207, 50, 940, 18.8
0390, 27, 1404, 52.0
0392, 318, 1573, 4.946540880503145
[0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 7, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 9, 8, 7, 0, 5, 1, 6]
1431, 77, 958, 12.441558441558442
0530, 53, 4133, 77.98113207547169
1343, 32, 709, 22.15625
0162, 53, 1717, 32.39622641509434
0791, 34, 869, 25.558823529411764
0508, 96, 1500, 15.625
0839, 17, 361, 21.235294117647058
0977, 35, 461, 13.17142857142857
1220, 22, 573, 26.045454545454547
0482, 33, 1563, 47.36363636363637
1411, 44, 1282, 29.136363636363637
1289, 48, 1782, 37.125
0363, 22, 924, 42.0
0676, 21, 609, 29.0
0633, 47, 899, 19.127659574468087
0460, 21, 330, 15.714285714285714
1517, 85, 950, 11.176470588235293
1336, 55, 1073, 19.509090909090908
1447, 30, 873, 29.1
0285, 79, 2336, 29.569620253164558
1087, 55, 2156, 39.2
0421, 42, 1669, 39.73809523809524
1131, 62, 1954, 31.516129032258064
0332, 17, 544, 32.0
1561, 27, 1248, 46.22222222222222
0756, 58, 1833, 31.603448275862068
0589, 37, 1238, 33.45945945945946
1143, 66, 1159, 17.560606060606062
1439, 83, 1570, 18.91566265060241
1189, 62, 2018, 32.54838709677419
0733, 133, 2717, 20.428571428571427
0002, 49, 1604, 32.734693877551024
0970, 26, 794, 30.53846153846154
1140, 17, 283, 16.647058823529413
0720, 15, 420, 28.0
0493, 43, 1910, 44.41860465116279
1545, 22, 573, 26.045454545454547
0868, 95, 2461, 25.905263157894737
0638, 36, 2109, 58.583333333333336
0053, 18, 213, 11.833333333333334
0538, 24, 717, 29.875
1403, 77, 1939, 25.181818181818183
0928, 37, 1341, 36.24324324324324
0902, 58, 2357, 40.63793103448276
1026, 62, 2216, 35.74193548387097
0599, 20, 760, 38.0
0335, 44, 1441, 32.75
1420, 32, 1508, 47.125
0596, 41, 1135, 27.682926829268293
1083, 102, 2244, 22.0
0788, 64, 2214, 34.59375
0595, 69, 634, 9.18840579710145
0693, 23, 1012, 44.0
0279, 57, 1713, 30.05263157894737
1179, 57, 1483, 26.017543859649123
1351, 36, 2520, 70.0
0524, 35, 911, 26.02857142857143
1452, 58, 1895, 32.672413793103445
0305, 26, 1009, 38.80769230769231
0242, 129, 2149, 16.65891472868217
0533, 47, 656, 13.957446808510639
1532, 45, 1180, 26.22222222222222
1264, 25, 605, 24.2
0567, 144, 2631, 18.270833333333332
0447, 28, 918, 32.785714285714285
0422, 45, 1230, 27.333333333333332
0065, 18, 612, 34.0
0857, 32, 1294, 40.4375
1463, 43, 1668, 38.7906976744186
0344, 16, 390, 24.375
1295, 51, 1545, 30.294117647058822
0745, 38, 1502, 39.526315789473685
0846, 29, 601, 20.724137931034484
1082, 43, 587, 13.651162790697674
0234, 78, 2697, 34.57692307692308
1113, 50, 1381, 27.62
0685, 32, 1144, 35.75
1065, 45, 516, 11.466666666666667
0131, 78, 2200, 28.205128205128204
0331, 43, 1232, 28.651162790697676
0267, 74, 2341, 31.635135135135137
1031, 23, 572, 24.869565217391305
0019, 17, 361, 21.235294117647058
0134, 48, 898, 18.708333333333332
0762, 46, 3357, 72.97826086956522
0350, 99, 2247, 22.696969696969695
1374, 20, 760, 38.0
0918, 20, 760, 38.0
1478, 40, 1041, 26.025
0430, 21, 720, 34.285714285714285
1425, 214, 1382, 6.457943925233645
0199, 61, 1479, 24.24590163934426
1057, 129, 2427, 18.813953488372093
1047, 21, 720, 34.285714285714285
0985, 49, 986, 20.122448979591837
0577, 25, 795, 31.8
0734, 25, 795, 31.8
0945, 35, 1046, 29.885714285714286
0292, 27, 1248, 46.22222222222222
1362, 20, 760, 38.0
1325, 32, 914, 28.5625
1542, 17, 448, 26.352941176470587
0526, 92, 811, 8.815217391304348
1472, 51, 1489, 29.19607843137255
1492, 65, 1261, 19.4
1305, 36, 2520, 70.0
1333, 31, 1347, 43.45161290322581
0890, 29, 637, 21.96551724137931
1518, 27, 568, 21.037037037037038
0466, 76, 914, 12.026315789473685
0522, 27, 753, 27.88888888888889
0897, 94, 1736, 18.46808510638298
1299, 57, 1119, 19.63157894736842
1145, 41, 905, 22.073170731707318
1296, 24, 1104, 46.0
0116, 37, 1091, 29.486486486486488
1340, 68, 2488, 36.588235294117645
0525, 20, 541, 27.05
0836, 51, 2650, 51.96078431372549
0328, 51, 1840, 36.07843137254902
0195, 58, 762, 13.137931034482758
1569, 27, 1101, 40.77777777777778
0063, 72, 1524, 21.166666666666668
1481, 52, 1488, 28.615384615384617
0149, 84, 657, 7.821428571428571
1558, 42, 1039, 24.738095238095237
0841, 62, 1954, 31.516129032258064
0495, 47, 2164, 46.04255319148936
0312, 25, 716, 28.64
0810, 40, 590, 14.75
0711, 21, 609, 29.0
0397, 58, 1895, 32.672413793103445
0992, 33, 708, 21.454545454545453
0143, 16, 390, 24.375
0347, 100, 2456, 24.56
0563, 46, 1280, 27.82608695652174
0824, 19, 332, 17.473684210526315
1396, 117, 1423, 12.162393162393162
0486, 46, 389, 8.456521739130435
0743, 48, 1330, 27.708333333333332
0377, 25, 605, 24.2
0822, 46, 1550, 33.69565217391305
1390, 71, 790, 11.126760563380282
0678, 18, 510, 28.333333333333332
1157, 47, 2879, 61.255319148936174
0853, 51, 1174, 23.019607843137255
0994, 60, 2218, 36.96666666666667
0885, 51, 984, 19.294117647058822
1509, 56, 1597, 28.517857142857142
0296, 42, 738, 17.571428571428573
1504, 26, 677, 26.03846153846154
0409, 47, 2231, 47.46808510638298
1406, 62, 1591, 25.661290322580644
1483, 24, 186, 7.75
1196, 439, 1907, 4.3439635535307515
[0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 0]
1136, 19, 684, 36.0
0746, 19, 387, 20.36842105263158
0454, 92, 1924, 20.91304347826087
0831, 58, 2087, 35.98275862068966
0938, 62, 758, 12.225806451612904
1178, 48, 2580, 53.75
0007, 16, 480, 30.0
0949, 58, 1595, 27.5
0903, 45, 1495, 33.22222222222222
1397, 27, 1008, 37.333333333333336
1038, 18, 510, 28.333333333333332
0445, 75, 1521, 20.28
0235, 54, 1542, 28.555555555555557
0521, 16, 480, 30.0
0758, 18, 612, 34.0
1111, 157, 2258, 14.382165605095542
0594, 72, 1944, 27.0
0731, 30, 435, 14.5
1369, 30, 531, 17.7
0621, 49, 1662, 33.91836734693877
0700, 71, 1820, 25.633802816901408
1161, 18, 417, 23.166666666666668
1287, 33, 1095, 33.18181818181818
0652, 79, 1874, 23.72151898734177
0166, 35, 1343, 38.371428571428574
0717, 16, 309, 19.3125
0146, 89, 901, 10.123595505617978
0365, 36, 1140, 31.666666666666668
0222, 53, 1325, 25.0
1016, 80, 2770, 34.625
1019, 46, 1665, 36.19565217391305
0935, 20, 445, 22.25
0937, 66, 2349, 35.59090909090909
0889, 63, 1953, 31.0
0346, 16, 309, 19.3125
0549, 67, 1586, 23.671641791044777
1356, 80, 3323, 41.5375
0211, 73, 2138, 29.28767123287671
0348, 30, 1740, 58.0
0174, 37, 1448, 39.13513513513514
0095, 17, 361, 21.235294117647058
1290, 47, 656, 13.957446808510639
0257, 16, 480, 30.0
1029, 110, 2168, 19.70909090909091
0050, 49, 2162, 44.12244897959184
0559, 80, 2065, 25.8125
1312, 18, 510, 28.333333333333332
0793, 44, 902, 20.5
0046, 48, 1437, 29.9375
1294, 62, 2864, 46.193548387096776
0786, 76, 2480, 32.63157894736842
0648, 23, 538, 23.391304347826086
1553, 22, 413, 18.772727272727273
0034, 39, 1042, 26.71794871794872
0483, 20, 760, 38.0
0774, 46, 989, 21.5
1039, 37, 704, 19.027027027027028
1262, 75, 1941, 25.88
1376, 26, 794, 30.53846153846154
1513, 32, 1346, 42.0625
0298, 28, 437, 15.607142857142858
0757, 45, 2370, 52.666666666666664
1141, 58, 2498, 43.06896551724138
1240, 76, 2069, 27.223684210526315
0882, 29, 917, 31.620689655172413
0820, 30, 1296, 43.2
0611, 31, 749, 24.161290322580644
1292, 16, 390, 24.375
0781, 57, 2718, 47.68421052631579
0058, 17, 448, 26.352941176470587
1428, 30, 498, 16.6
1322, 90, 2611, 29.011111111111113
0943, 25, 1200, 48.0
0200, 39, 1089, 27.923076923076923
0439, 27, 1101, 40.77777777777778
0646, 33, 787, 23.848484848484848
1554, 17, 544, 32.0
1523, 39, 951, 24.384615384615383
0236, 31, 1509, 48.67741935483871
0623, 20, 541, 27.05
0842, 214, 1011, 4.724299065420561
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 6, 6, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 3, 1]
0639, 41, 739, 18.024390243902438
0714, 17, 544, 32.0
0230, 39, 1186, 30.41025641025641
1054, 21, 840, 40.0
0694, 26, 1150, 44.23076923076923
0540, 22, 474, 21.545454545454547
0272, 37, 704, 19.027027027027028
1231, 25, 1200, 48.0
0214, 174, 1971, 11.327586206896552
0557, 15, 420, 28.0
0597, 44, 2882, 65.5
1073, 16, 194, 12.125
0137, 58, 3947, 68.05172413793103
0136, 29, 1624, 56.0
0879, 30, 1245, 41.5
0168, 26, 409, 15.73076923076923
0755, 32, 1621, 50.65625
0995, 22, 798, 36.27272727272727
1314, 55, 1430, 26.0
0862, 61, 1830, 30.0
0173, 63, 2017, 32.01587301587302
0876, 22, 506, 23.0
1535, 51, 1489, 29.19607843137255
0450, 76, 2270, 29.86842105263158
1063, 31, 1097, 35.38709677419355
1257, 33, 1398, 42.36363636363637
0826, 74, 2071, 27.986486486486488
0008, 69, 1761, 25.52173913043478
1549, 66, 1587, 24.045454545454547
0368, 64, 1827, 28.546875
1127, 113, 1483, 13.123893805309734
1516, 121, 2882, 23.818181818181817
1228, 49, 1226, 25.020408163265305
0094, 19, 576, 30.31578947368421
1391, 89, 2467, 27.719101123595507
0864, 39, 1186, 30.41025641025641
1435, 25, 921, 36.84
1055, 45, 858, 19.066666666666666
0473, 34, 869, 25.558823529411764
0436, 45, 2233, 49.62222222222222
0171, 29, 566, 19.517241379310345
1529, 41, 1087, 26.51219512195122
0551, 31, 710, 22.903225806451612
1170, 23, 1012, 44.0
1219, 54, 1657, 30.685185185185187
0704, 73, 1202, 16.465753424657535
1331, 84, 1191, 14.178571428571429
1013, 49, 1604, 32.734693877551024
0052, 53, 688, 12.981132075471699
0160, 304, 1907, 6.2730263157894735
1281, 34, 1857, 54.61764705882353
1519, 59, 2791, 47.30508474576271
0164, 56, 1597, 28.517857142857142
0726, 46, 2655, 57.71739130434783
0925, 38, 703, 18.5
0402, 38, 823, 21.657894736842106
0593, 84, 2127, 25.321428571428573
0895, 58, 845, 14.568965517241379
1417, 26, 1009, 38.80769230769231
1402, 15, 420, 28.0
0939, 34, 1001, 29.441176470588236
1253, 76, 2850, 37.5
0178, 20, 760, 38.0
1132, 30, 1245, 41.5
1445, 35, 785, 22.428571428571427
1032, 21, 840, 40.0
0004, 22, 608, 27.636363636363637
0698, 26, 794, 30.53846153846154
0339, 48, 1968, 41.0
1123, 13, 240, 18.46153846153846
0910, 28, 1053, 37.607142857142854
0395, 27, 963, 35.666666666666664
1568, 43, 1038, 24.13953488372093
1423, 47, 943, 20.06382978723404
0634, 40, 1613, 40.325
0513, 83, 778, 9.373493975903614
0996, 30, 1098, 36.6
0952, 81, 1689, 20.85185185185185
0914, 24, 837, 34.875
1375, 25, 795, 31.8
0645, 45, 816, 18.133333333333333
0210, 21, 540, 25.714285714285715
0656, 73, 1580, 21.643835616438356
0871, 23, 1012, 44.0
1066, 49, 2229, 45.48979591836735
0544, 72, 831, 11.541666666666666
1275, 34, 669, 19.676470588235293
0565, 52, 1718, 33.03846153846154
0833, 77, 1519, 19.727272727272727
0083, 49, 1127, 23.0
0477, 62, 799, 12.887096774193548
0643, 60, 2641, 44.016666666666666
0653, 26, 535, 20.576923076923077
1124, 43, 1553, 36.116279069767444
0732, 74, 1942, 26.243243243243242
1537, 47, 2299, 48.91489361702128
1413, 24, 1104, 46.0
0659, 19, 576, 30.31578947368421
1458, 21, 840, 40.0
0183, 31, 872, 28.129032258064516
0752, 99, 1441, 14.555555555555555
0318, 24, 837, 34.875
0602, 46, 815, 17.717391304347824
0081, 27, 753, 27.88888888888889
1505, 28, 833, 29.75
0772, 76, 2927, 38.51315789473684
0954, 32, 1003, 31.34375
1556, 53, 2293, 43.264150943396224
0531, 23, 1012, 44.0
0955, 37, 909, 24.56756756756757
1249, 54, 1657, 30.685185185185187
1272, 27, 603, 22.333333333333332
0379, 56, 1540, 27.5
0723, 55, 1898, 34.50909090909091
0771, 37, 1733, 46.83783783783784
0759, 114, 2232, 19.57894736842105
1209, 55, 686, 12.472727272727273
1474, 26, 877, 33.73076923076923
0674, 36, 2310, 64.16666666666667
0451, 28, 1512, 54.0
0961, 31, 830, 26.774193548387096
1104, 38, 1615, 42.5
0103, 17, 544, 32.0
1412, 82, 1514, 18.463414634146343
0886, 23, 757, 32.91304347826087
1461, 44, 1282, 29.136363636363637
0426, 35, 1046, 29.885714285714286
0632, 33, 1563, 47.36363636363637
0054, 72, 1306, 18.13888888888889
1241, 22, 474, 21.545454545454547
0000, 28, 833, 29.75
0433, 23, 383, 16.652173913043477
1176, 35, 1046, 29.885714285714286
0779, 34, 1857, 54.61764705882353
0364, 41, 905, 22.073170731707318
1117, 18, 612, 34.0
0572, 22, 681, 30.954545454545453
0009, 34, 317, 9.323529411764707
1399, 18, 172, 9.555555555555555
1158, 27, 876, 32.44444444444444
0568, 59, 1216, 20.610169491525422
0158, 34, 561, 16.5
0241, 65, 1160, 17.846153846153847
1245, 46, 1439, 31.282608695652176
0916, 26, 1300, 50.0
0485, 20, 760, 38.0
0464, 85, 735, 8.647058823529411
0615, 52, 1601, 30.78846153846154
0475, 40, 1391, 34.775
1501, 126, 1954, 15.507936507936508
0259, 24, 1104, 46.0
0073, 58, 1268, 21.862068965517242
0934, 43, 1442, 33.53488372093023
0188, 27, 963, 35.666666666666664
0801, 29, 1052, 36.275862068965516
0022, 28, 1512, 54.0
0276, 19, 477, 25.105263157894736
0968, 22, 924, 42.0
1042, 37, 2043, 55.21621621621622
0401, 52, 1659, 31.903846153846153
0480, 18, 612, 34.0
0812, 70, 1641, 23.442857142857143
0545, 41, 2374, 57.90243902439025
0414, 57, 804, 14.105263157894736
0043, 20, 646, 32.3
1345, 18, 417, 23.166666666666668
0730, 52, 809, 15.557692307692308
1242, 18, 333, 18.5
1441, 57, 2946, 51.68421052631579
0829, 53, 893, 16.849056603773583
1466, 119, 3709, 31.168067226890756
0814, 38, 1792, 47.1578947368421
0631, 104, 2452, 23.576923076923077
1155, 23, 572, 24.869565217391305
1139, 34, 494, 14.529411764705882
0571, 60, 1893, 31.55
1557, 40, 2040, 51.0
0658, 55, 1220, 22.181818181818183
0898, 54, 2721, 50.388888888888886
0304, 23, 355, 15.434782608695652
0753, 30, 711, 23.7
0006, 84, 1996, 23.761904761904763
1070, 50, 1225, 24.5
0281, 14, 364, 26.0
0113, 29, 1456, 50.206896551724135
1567, 71, 709, 9.985915492957746
0776, 23, 643, 27.956521739130434
0953, 68, 2417, 35.544117647058826
1102, 90, 1341, 14.9
0373, 23, 1012, 44.0
0604, 37, 866, 23.405405405405407
1512, 68, 2417, 35.544117647058826
0284, 34, 827, 24.323529411764707
1385, 38, 908, 23.894736842105264
1109, 67, 1158, 17.28358208955224
0975, 30, 873, 29.1
0251, 68, 1823, 26.808823529411764
0721, 48, 772, 16.083333333333332
0072, 18, 510, 28.333333333333332
1366, 56, 1897, 33.875
1246, 42, 1233, 29.357142857142858
0121, 34, 1397, 41.088235294117645
1539, 53, 1487, 28.056603773584907
1347, 37, 2241, 60.567567567567565
0667, 46, 1385, 30.108695652173914
0816, 103, 2747, 26.66990291262136
0102, 35, 2176, 62.17142857142857
1091, 42, 1389, 33.07142857142857
0607, 47, 1723, 36.659574468085104
0360, 46, 1082, 23.52173913043478
0091, 60, 1593, 26.55
1319, 42, 738, 17.571428571428573
